"","Player","Team","Position","Game.ID","Date","Home","Away","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA","Season"
"1","Anya Battaglino","CTW","F","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"2","Ashley Johnston","MET","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"3","Brooke Ammerman","MET","F","14665102","2016-08-18","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"4","Danielle Ward","CTW","F","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"5","Elena Orlando","MET","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"6","Jaimie Leonoff","CTW","G","14665102","2016-08-18","CTW","MET",0,0,0,0,0,3.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,1,2015
"7","Jessica Koizumi","CTW","F","14665102","2016-08-18","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"8","Jordan Brickner","CTW","D","14665102","2016-08-18","CTW","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"9","Kaleigh Fratkin","CTW","D","14665102","2016-08-18","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"10","Kelli Stack","CTW","F","14665102","2016-08-18","CTW","MET",1,1,1,3,2,2.22,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"11","Kelly Babstock","CTW","F","14665102","2016-08-18","CTW","MET",1,1,0,2,2,1.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"12","Kiira Dosdall","MET","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"13","Ludmila Belyakova","MET","F","14665102","2016-08-18","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"14","Madison Packer","MET","F","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"15","Micaela Long","CTW","F","14665102","2016-08-18","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"16","Molly Engstrom","CTW","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"17","Nana Fujimoto","MET","G","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,4,2015
"18","Shiann Darkangelo","CTW","F","14665102","2016-08-18","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"19","Alyssa Gagliardi","BOS","D","14668259","2016-08-18","BUF","BOS",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"20","Amanda Pelkey","BOS","F","14668259","2016-08-18","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2015
"21","Brianna Decker","BOS","F","14668259","2016-08-18","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"22","Brianne Mclaughlin","BUF","G","14668259","2016-08-18","BUF","BOS",0,0,0,0,0,2.3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,45,4,2015
"23","Brittany Ott","BOS","G","14668259","2016-08-18","BUF","BOS",0,0,0,0,0,3.76,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,34,1,2015
"24","Emily Field","BOS","F","14668259","2016-08-18","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"25","Emily Pfalzer","BUF","D","14668259","2016-08-18","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"26","Hilary Knight","BOS","F","14668259","2016-08-18","BUF","BOS",2,0,0,2,2,2.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"27","Jillian Dempsey","BOS","F","14668259","2016-08-18","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
"28","Jordan Smelker","BOS","F","14668259","2016-08-18","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"29","Kacey Bellamy","BOS","D","14668259","2016-08-18","BUF","BOS",0,2,0,2,2,0.94,0,0,0,NA,0,0,0,0,1,0,0,0,4,0,0,0,0,2015
"30","Kelley Steadman","BUF","F","14668259","2016-08-18","BUF","BOS",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"31","Marissa Gedman","BOS","D","14668259","2016-08-18","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"32","Meghan Duggan","BUF","F","14668259","2016-08-18","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"33","Zoe Hickel","BOS","F","14668259","2016-08-18","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"34","Alyssa Wohlfeiler","CTW","F","14689699","2016-08-22","BUF","CTW",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"35","Annmarie Cellino","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
"36","Anya Battaglino","CTW","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"37","Brianne Mclaughlin","BUF","G","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,1.74,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,41,4,2015
"38","Chelsea Laden","CTW","G","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,2.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,2,2015
"39","Hailey Browne","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"40","Jordan Brickner","CTW","D","14689699","2016-08-22","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
"41","Kaleigh Fratkin","CTW","D","14689699","2016-08-22","BUF","CTW",1,2,0,3,3,2.05,1,0,0,NA,0,2,0,0,0,0,0,0,4,0,0,0,0,2015
"42","Kate Buesser","CTW","F","14689699","2016-08-22","BUF","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
"43","Kelley Steadman","BUF","F","14689699","2016-08-22","BUF","CTW",1,1,0,2,2,1.58,1,0,0,NA,0,0,0,0,1,0,0,0,2,0,0,0,0,2015
"44","Kelli Stack","CTW","F","14689699","2016-08-22","BUF","CTW",0,1,0,1,1,0.47,0,0,0,NA,0,1,0,0,0,0,0,0,2,0,0,0,0,2015
"45","Kelly Babstock","CTW","F","14689699","2016-08-22","BUF","CTW",0,0,2,2,0,1.28,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
"46","Lindsay Berman","CTW","D","14689699","2016-08-22","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"47","Maggie Giamo","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"48","Meghan Duggan","BUF","F","14689699","2016-08-22","BUF","CTW",1,1,0,2,2,1.58,1,0,0,NA,0,0,0,1,0,0,0,0,2,0,0,0,0,2015
"49","Micaela Long","CTW","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"50","Molly Engstrom","CTW","D","14689699","2016-08-22","BUF","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
"51","Sam Faber","CTW","F","14689699","2016-08-22","BUF","CTW",1,0,1,2,1,1.75,1,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,2015
"52","Shiann Darkangelo","CTW","F","14689699","2016-08-22","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"53","Tatiana Rafter","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"54","Amanda Pelkey","BOS","F","14690190","2016-08-22","MET","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"55","Amber Moore","MET","D","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"56","Blake Bolden","BOS","D","14690190","2016-08-22","MET","BOS",1,1,1,3,2,1.88,1,0,0,NA,0,0,0,0,0,0,0,0,6,0,0,0,0,2015
"57","Brianna Decker","BOS","F","14690190","2016-08-22","MET","BOS",2,1,0,3,3,2.86,2,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,2015
"58","Corinne Buie","BOS","F","14690190","2016-08-22","MET","BOS",1,1,0,2,2,1.75,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
"59","Gabie Figueroa","MET","D","14690190","2016-08-22","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
"60","Hilary Knight","BOS","F","14690190","2016-08-22","MET","BOS",0,1,1,2,1,1.11,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"61","Jordan Smelker","BOS","F","14690190","2016-08-22","MET","BOS",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
"62","Kiira Dosdall","MET","D","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"63","Lauren Slebodnick","BOS","G","14690190","2016-08-22","MET","BOS",0,0,0,0,0,2.36,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,24,1,2015
"64","Ludmila Belyakova","MET","F","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"65","Madison Packer","MET","F","14690190","2016-08-22","MET","BOS",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"66","Marissa Gedman","BOS","D","14690190","2016-08-22","MET","BOS",0,0,1,1,0,0.47,0,0,0,NA,0,0,1,0,0,0,0,0,2,0,0,0,0,2015
"67","Moran Fritz-Ward","MET","F","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"68","Nana Fujimoto","MET","G","14690190","2016-08-22","MET","BOS",0,0,0,0,0,1.88,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,42,4,2015
"69","Shenae Lundberg","MET","G","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,2015
"70","Zoe Hickel","BOS","F","14690190","2016-08-22","MET","BOS",2,0,1,3,2,2.69,2,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"71","Blake Bolden","BOS","D","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"72","Brianna Decker","BOS","F","14690359","2016-08-22","BUF","BOS",3,0,0,3,3,2.99,3,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"73","Brianne Mclaughlin","BUF","G","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,1.88,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,42,4,2015
"74","Brittany Ott","BOS","G","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,1.34,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,31,3,2015
"75","Corinne Buie","BOS","F","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"76","Emily Field","BOS","F","14690359","2016-08-22","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"77","Emily Pfalzer","BUF","D","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
"78","Gigi Marvin","BOS","D","14690359","2016-08-22","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2015
"79","Hayley Williams","BUF","F","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"80","Hilary Knight","BOS","F","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
"81","Jillian Dempsey","BOS","F","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"82","Jordan Smelker","BOS","F","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"83","Kacey Bellamy","BOS","D","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
"84","Kelley Steadman","BUF","F","14690359","2016-08-22","BUF","BOS",2,0,0,2,2,2.22,2,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2015
"85","Kourtney Kunichika","BUF","F","14690359","2016-08-22","BUF","BOS",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,2015
"86","Megan Bozek","BUF","D","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
"87","Meghan Duggan","BUF","F","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"88","Rachel Llanes","BOS","F","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"89","Shelby Bram","BUF","F","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"90","Alyssa Wohlfeiler","CTW","F","14690511","2016-08-22","MET","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
"91","Ashley Johnston","MET","D","14690511","2016-08-22","MET","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
"92","Brittany Dougherty","CTW","F","14690511","2016-08-22","MET","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"93","Danielle Ward","CTW","F","14690511","2016-08-22","MET","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
"94","Janine Weber","MET","F","14690511","2016-08-22","MET","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
"95","Jessica Koizumi","CTW","F","14690511","2016-08-22","MET","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"96","Kaleigh Fratkin","CTW","D","14690511","2016-08-22","MET","CTW",1,0,1,2,1,1.75,1,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,2015
"97","Kelli Stack","CTW","F","14690511","2016-08-22","MET","CTW",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"98","Kelly Babstock","CTW","F","14690511","2016-08-22","MET","CTW",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"99","Ludmila Belyakova","MET","F","14690511","2016-08-22","MET","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"100","Meghan Fardelmann","MET","F","14690511","2016-08-22","MET","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
"101","Nana Fujimoto","MET","G","14690511","2016-08-22","MET","CTW",0,0,0,0,0,1.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,2,2015
"102","Nicole Stock","CTW","G","14690511","2016-08-22","MET","CTW",0,0,0,0,0,1.8,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,1,2015
"103","Sam Faber","CTW","F","14690511","2016-08-22","MET","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"104","Alyssa Wohlfeiler","CTW","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"105","Danielle Ward","CTW","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"106","Devon Skeats","BUF","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.77,1,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"107","Hailey Browne","BUF","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"108","Hayley Williams","BUF","F","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"109","Jaimie Leonoff","CTW","G","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,2.9,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,35,2,2015
"110","Jessica Fickel","BUF","F","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"111","Jessica Koizumi","CTW","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"112","Jordan Brickner","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"113","Kaleigh Fratkin","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"114","Kelli Stack","CTW","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"115","Kelly Babstock","CTW","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.6,1,0,0,NA,0,0,0,1,0,0,0,0,6,0,0,0,0,2015
"116","Kimberly Sass","BUF","G","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,0.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,3,2015
"117","Kourtney Kunichika","BUF","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"118","Meghan Duggan","BUF","F","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"119","Micaela Long","CTW","F","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"120","Molly Engstrom","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"121","Paige Harrington","BUF","D","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"122","Sam Faber","CTW","F","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"123","Shannon Doyle","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"124","Shelby Bram","BUF","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"125","Tara Tomimoto","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"126","Amber Moore","MET","D","14694328","2016-08-23","MET","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"127","Ashley Johnston","MET","D","14694328","2016-08-23","MET","BOS",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
"128","Beth Hanrahan","MET","F","14694328","2016-08-23","MET","BOS",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"129","Bray Ketchum","MET","F","14694328","2016-08-23","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2015
"130","Brooke Ammerman","MET","F","14694328","2016-08-23","MET","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
"131","Casey Pickett","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"132","Celeste Brown","MET","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"133","Corinne Buie","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"134","Emily Field","BOS","F","14694328","2016-08-23","MET","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,1,0,0,1,0,0,0,2,0,0,0,0,2015
"135","Gabie Figueroa","MET","D","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.51,0,0,0,NA,0,0,0,0,0,0,0,0,6,0,0,0,0,2015
"136","Gigi Marvin","BOS","D","14694328","2016-08-23","MET","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
"137","Hilary Knight","BOS","F","14694328","2016-08-23","MET","BOS",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,2015
"138","Kacey Bellamy","BOS","D","14694328","2016-08-23","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2015
"139","Kiira Dosdall","MET","D","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"140","Lauren Slebodnick","BOS","G","14694328","2016-08-23","MET","BOS",0,0,0,0,0,1.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,3,2015
"141","Madison Packer","MET","F","14694328","2016-08-23","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"142","Marissa Gedman","BOS","D","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"143","Moran Fritz-Ward","MET","F","14694328","2016-08-23","MET","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"144","Nana Fujimoto","MET","G","14694328","2016-08-23","MET","BOS",0,0,0,0,0,6.54,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,61,2,2015
"145","Rachel Llanes","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,2015
"146","Sydney Kidd","MET","D","14694328","2016-08-23","MET","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"147","Zoe Hickel","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"148","Amanda Pelkey","BOS","F","14694401","2016-08-23","BOS","MET",1,0,0,1,1,0.94,1,0,0,NA,1,0,0,0,0,0,0,0,2,0,0,0,0,2015
"149","Ashley Johnston","MET","D","14694401","2016-08-23","BOS","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"150","Brianna Decker","BOS","F","14694401","2016-08-23","BOS","MET",0,1,0,1,1,0.47,0,0,0,NA,0,1,0,0,0,0,0,0,2,0,0,0,0,2015
"151","Brittany Ott","BOS","G","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.62,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,3,2015
"152","Brooke Ammerman","MET","F","14694401","2016-08-23","BOS","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
"153","Celeste Brown","MET","F","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"154","Elena Orlando","MET","D","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"155","Gigi Marvin","BOS","D","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2015
"156","Hilary Knight","BOS","F","14694401","2016-08-23","BOS","MET",1,1,0,2,2,1.75,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
